symptom_description,disease_label
"When I stand up from a chair too quickly, I get dizzy, and my hands and feet are always freezing. I am hoping to find some relief soon.",Anaemia
"Unfortunately, i have lost my sense of smell wholly due to the congestion, and there is a terrible, persistent ache in my upper jaw.",Sinusitis
"Lately, my head feels slightly congested and i am sneezing quite a bit, though my energy levels are mostly normal.",Common Cold
"I am experiencing a strange craving to chew on ice, accompanied by a constant, lingering fatigue. I do not know what to do about it anymore.",Anaemia
"I have a dull ache in my left ear and a ringing sound that simply will not stop, making it impossible to focus. I do not know what to do about it anymore.",Ear Infection
"I feel a constant, nagging urgency to use the bathroom, but often I cannot actually pass anything when I try. I am hoping to find some relief soon.",IBS
"To be honest, it feels as though my cold has moved down into my lungs, and i am wheezing slightly when i take a deep breath. I am starting to get very concerned about it.",Bronchitis
"My head is throbbing violently with every heartbeat, I am extremely sensitive to loud noises, and I keep throwing up.",Migraine
"I must say, i have a looming sense of dread that follows me everywhere, though there is no logical cause for my panic. I am starting to get very concerned about it.",Anxiety Disorder
"Lately, i am writhing in bed because the pain in my side is so excruciating, and i feel intensely nauseous from the agony.",Kidney Stones
"I feel a constant, nagging urgency to use the bathroom, but often I cannot actually pass anything when I try. It is extremely frustrating to deal with.",IBS
"Lately, i have rough, raised red patches on the backs of my knees that flare up and sting whenever i sweat. I am starting to get very concerned about it.",Eczema
"It is hard to explain, but i was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. It has been consistently bothering me for several days.",Influenza
"Lately, i was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches.",Influenza
"It is hard to explain, but i feel deeply, chronically fatigued all the time, and i am gaining weight rapidly despite changing absolutely nothing about my diet.",Hypothyroidism
"I am running a high fever and coughing up thick, rust colored phlegm, and my chest hurts with a stabbing pain whenever I inhale.",Pneumonia
"Before the red spots appeared, I experienced sharp, shooting nerve pain in my back, and now the area is incredibly sensitive. I am hoping to find some relief soon.",Shingles
"It is hard to explain, but i feel totally exhausted all the time and my friends say i look unusually pale, even when i sleep for eight hours.",Anaemia
"I must say, i am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt.",Acne
"Unfortunately, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over.",Chickenpox
"Unfortunately, my heart pounds rapidly in my chest for absolutely no reason, and i am gripped by a terror i cannot control.",Anxiety Disorder
"Unfortunately, there is a foul, acidic taste that constantly creeps up into the back of my throat, and i am burping relentlessly.",GERD
"My skin has become uncomfortably dry, my hair is thinning at the crown, and I am constantly shivering even in warm rooms.",Hypothyroidism
"I am dealing with simultaneous vomiting and loose stools, making me feel dangerously dehydrated and weak. It has been consistently bothering me for several days.",Gastroenteritis
"Unfortunately, my skin has become uncomfortably dry, my hair is thinning at the crown, and i am constantly shivering even in warm rooms. I have never experienced anything exactly like this before.",Hypothyroidism
"Lately, my ear is throbbing constantly, i am running a slight fever, and it hurts terribly when i chew my food. It is extremely frustrating to deal with.",Ear Infection
"The joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that I cannot wear a shoe. I have never experienced anything exactly like this before.",Gout
"Recently, there are sore, inflamed lesions on my knees that occasionally crack open and sting when i bend my legs.",Psoriasis
I am feeling a bit under the weather with mild sinus pressure and a tickle in my throat that will not go away.,Common Cold
"I am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt. I do not know what to do about it anymore.",Acne
"It feels like someone is sitting on my chest, and I find myself gasping for air in the middle of the night. It is becoming quite difficult to manage.",Asthma
"It feels as though my cold has moved down into my lungs, and I am wheezing slightly when I take a deep breath.",Bronchitis
"I am crying frequently for no clear reason, and my appetite has absolutely disappeared over the last few weeks. It is extremely frustrating to deal with.",Depression
"Recently, i feel like there is a lump in my throat that i cannot swallow away, along with a frequent sour stomach. I am hoping to find some relief soon.",GERD
"Unfortunately, my abdomen is rumbling loudly, i am constantly nauseous, and my entire body feels totally drained of energy.",Gastroenteritis
"I am noticing that i have a deep, dull throbbing ache in my knees that makes walking up the stairs a monumental task. I am starting to get very concerned about it.",Arthritis
"My face looks puffy, my voice sounds unusually hoarse, and I feel completely drained of all physical energy.",Hypothyroidism
