symptom_description,disease_label
"Lately, I have been dealing with I have trouble sleeping, a racing heart when nothing is happening, and I feel panicky without a clear reason for on and off for months. It feels pretty intense today. it is getting in the way of my normal day. On top of that, i do not have vomiting. I do not think it is from anything obvious.",Anxiety Disorder
"I have had I have lost my appetite for since earlier today, and I keep noticing I feel slightly feverish as well as walking makes the pain worse. It is really starting to get on my nerves. At least, i do not have itchy eyes.",Appendicitis
"For since yesterday, I have been dealing with I feel a bit feverish, throbbing pain in my ear, and ear pain. I am noticing it more as the day goes on. I feel off in myself. One thing I can say is, i do not have diarrhea.",Ear Infection
"For suddenly today, I have noticed shortness of breath, rest is not helping, and heavy pressure in my chest. On top of that, i do not have a blocked nose. I am noticing it more as the day goes on. I have not noticed much improvement.",Heart Attack
"For since yesterday, I have been dealing with talking hurts my throat, swollen tonsils, and fever with throat pain. I am sleeping poorly because of it. I feel rough overall. At the same time, i do not have joint swelling.",Tonsillitis
"I feel pressure inside my ear, the side of my face feels sore, and my ear feels full today. It feels moderate and annoying. I am struggling to get through the day. I feel off in myself. At the same time, i do not have burning when i pee.",Ear Infection
"For the past few days, I have had the area looks irritated, deep tender spots under my skin, and whiteheads and blackheads around my nose and forehead for on and off this month. It comes and goes but keeps bothering me. I am struggling to get through the day. Also, i do not notice any cough. I do not think it is from anything obvious.",Acne
"I feel I feel shaky and tense, I feel panicky without a clear reason, and my mind keeps jumping to worst case scenarios today. It feels pretty intense today. it is making simple tasks feel harder. I feel off in myself. At least, i do not notice a rash.",Anxiety Disorder
"I have been dealing with my stomach feels upset and feeling feverish, and I also notice I feel dehydrated. It feels pretty intense today. It is knocking me about. Also, i do not have ear pain.",Gastroenteritis
"For more and more lately, I have noticed constipation, my hair feels thinner, and I feel sluggish. At least, i do not have a cough. it is making simple tasks feel harder. I do not think it is from anything obvious.",Hypothyroidism
"I have been dealing with I feel hopeless and my sleep is off, and I also notice trouble getting myself going. It comes and goes but keeps bothering me. It is knocking me about. At least, i do not have a fever.",Depression
"For since yesterday, I have been dealing with bright light bothers me, itchy irritated eyes, and I keep wanting to rub them. I am noticing it more as the day goes on. It is knocking me about. At the same time, i do not have a cough.",Conjunctivitis
"For since yesterday, I have noticed bright light bothers me, one eye started first and now both feel irritated, and my eyes look pink. On top of that, i do not have a cough. it is making simple tasks feel harder. I have been trying to take it easy.",Conjunctivitis
"I have had loss of smell and taste for for a few days, and I keep noticing I feel wiped out as well as I have a headache. I feel rough overall. One thing I can say is, i do not have burning when i pee.",COVID-19
"I have had spots all over my body for since yesterday, and I keep noticing the rash is on my torso and face as well as an itchy blister like rash. I feel rough overall. On top of that, i do not have burning when i pee.",Chickenpox
"Lately, I have been dealing with my nose is stuffed up, thick nasal mucus, and a headache with sinus pressure for for about a week. It feels severe and hard to ignore. I am uncomfortable enough that it is affecting my routine. At the same time, i do not have burning when i pee. I have been trying to take it easy.",Sinusitis
"I started with tightness in my chest from stress, and now I also have feeling on edge all the time and my mind keeps jumping to worst case scenarios. It comes and goes but keeps bothering me. One thing I can say is, i do not have vomiting. I do not think it is from anything obvious.",Anxiety Disorder
"I have had stomach cramps for for a day or two, and I keep noticing I have no appetite as well as feeling feverish. I feel off in myself. At least, i do not have ear pain.",Gastroenteritis
"For over the last day or two, I have noticed itchy irritated eyes, I keep wanting to rub them, and red eyes. At the same time, i do not have burning when i pee. it is getting in the way of my normal day. I do not think it is from anything obvious.",Conjunctivitis
"I feel sharp pain in my lower right abdomen, a tender belly on the right side, and pain that started near my belly button and moved to the lower right side today. It feels severe and hard to ignore. I am uncomfortable enough that it is affecting my routine. I feel off in myself. At least, i do not notice a skin rash.",Appendicitis
